word,log_odds_ratio
mostly,-0.36929
mother,0.01844
mothers,-0.33026
motility,0.41284
motion,0.27689
motivate,0.11088
motivated,-0.289
motivating,0.71422
motivation,-0.67085
motivator,0.11088
motor,-0.24428
mount,-0.11826
mountain,0.04399
mountains,-0.06557
mounted,-0.06557
mounting,-0.36767
mouse,0.41801
mouth,-0.16947
move,-0.01737
moved,0.051
movement,-0.20729
movements,-0.08705
movie,0.89124
moving,0.01424
mozambique,-0.10114
mozes,-0.16401
mph,-0.28813
mr,-0.07953
mri,0.20938
mris,0.54192
mrs,0.11109
mrsa,0.58985
ms,-0.2777
msn,0.21796
mt,-0.36767
mtor,0.11088
much,-0.16943
mucus,-0.43657
multi,0.51505
multicenter,-0.06557
multidisciplinary,-0.19086
multiple,-0.17473
multiply,-0.28813
multivitamin,0.23639
multivitamins,-0.59095
munich,0.71422
murali,0.4134
murky,-0.36767
murphy,0.23639
murray,-0.28813
muscle,0.05523
muscles,0.00827
muscular,0.04399
musculoskeletal,0.3167
mushroom,0.41227
mushrooms,-0.19086
music,0.36476
musicians,0.71422
must,-0.15341
mutation,-0.006
mutations,0.02107
mutual,0.11088
myanmar,-0.10114
myelin,-0.28813
myeloid,0.41227
myeloma,0.23639
myers,0.06048
myo,0.41284
mysteries,0.11088
mysterious,-0.06587
mystery,-0.19189
nabi,0.41227
nail,0.01382
nails,-0.28813
naked,-0.19086
naltrexone,-0.19086
nam,-0.10114
name,-0.11645
named,0.014
namely,0.23717
names,-0.52197
namibia,-0.10114
nams,0.41227
nancy,-0.13302
nanograms,-0.06557
nanoparticles,-0.19086
napping,0.41227
naps,0.41227
narcotic,-0.06557
narcotics,-0.28813
narrow,-0.06602
narrowed,0.16986
narrowing,-0.19137
narrows,0.41227
nasa,-0.28813
nasal,0.15512
nasdaq,0.41284
nashville,-0.06572
nasty,-0.24288
natalie,0.41227
nathan,-0.19086
nation,-0.12125
national,-0.16917
nationally,-0.19137
nations,-0.19137
nationwide,-0.29076
native,0.28811
natural,0.06005
naturally,-0.13642
nature,0.15664
naturopathic,-0.19086
nauru,-0.10114
nausea,-0.36929
nauseous,-0.19086
navigate,0.23717
navigating,0.71422
navigation,0.89124
navigational,0.41227
nbc,0.11088
nccam,0.41227
neal,0.01382
near,0.17857
nearby,-0.34496
nearly,-0.27
nebraska,-0.19086
nebulizer,0.41227
necessarily,-0.22585
necessary,-0.26987
neck,0.04509
necks,0.11088
necrosis,-0.19086
need,-0.12245
needed,-0.04963
needing,-0.06587
needle,-0.04493
needles,0.03664
needlessly,-0.06557
needs,-0.14533
neergaard,0.41227
negate,0.41227
negative,-0.03449
negatively,0.53927
neighborhood,-0.19086
neighboring,0.11088
neil,-0.06572
neither,-0.25335
nelson,-0.49333
nemours,-0.06557
neonatal,-0.13302
nepal,-0.03585
nephrology,0.41227
nerve,-0.06187
nerves,0.08052
nervous,-0.00334
nest,0.41227
net,-0.67085
netherlands,0.01412
network,-0.08473
networks,0.3167
neural,-0.22701
neurocognitive,0.11088
neurodegeneration,0.71422
neurodegenerative,0.41512
neurologic,-0.28813
neurological,-0.00532
neurologist,-0.16059
neurologists,-0.40402
neurology,-0.13999
neuron,0.58985
neuronal,-0.06557
neurons,-0.04114
neurophysiology,0.41227
neuroprotective,-0.06557
neuropsychiatric,0.41227
neuropsychopharmacology,0.41284
neuroscience,0.18744
neuroscientist,-0.289
neuroscientists,-0.06557
neurostimulation,0.41227
neurostimulator,0.41227
neurosurgeon,-0.06572
neurosurgeons,0.41227
neurosurgery,-0.13302
neurosurgical,0.11088
neurotransmitter,-0.19137
neurotransmitters,-0.54484
neutral,0.11109
neutralize,-0.36767
neutralized,0.11088
never,-0.18484
nevertheless,0.01388
nevis,-0.10114
new,-0.0841
newark,0.11088
newborn,-0.02787
newborns,-0.33075
newcastle,-0.06557
newer,-0.26818
newest,-0.01436
newly,-0.0671
newness,0.41227
news,0.0394
newsletter,-0.28463
newsletters,-0.36628
newspaper,-0.36767
newspapers,0.11088
newsweek,-0.16401
newyork,0.41227
next,-0.11627
nfl,-0.19086
ng,0.19084
nhs,0.71873
niacin,0.01382
nicaragua,-0.10114
nice,0.05639
nicholas,0.06
nicholson,0.41227
nicolas,0.71422
nicosia,0.41227
nigel,0.41227
niger,-0.10114
nigeria,-0.0033
night,0.00163
nightmare,0.41397
nights,-0.33075
nighttime,-0.36767
nih,-0.14644
ninds,0.41227
nine,-0.11531
ninety,-0.19086
nir,0.41227
nissen,-0.43497
nitrate,0.41227
nitric,-0.06557
nitrite,0.41227
nitrogen,-0.19086
nitrous,0.11088
niue,-0.10114
nivolumab,0.58985
nixed,0.41227
nobel,-0.36767
nobody,-0.29076
nodded,0.41227
nodes,-0.16401
nodules,-0.06557
noel,0.41227
noelle,0.41227
noise,-0.289
noisy,-0.06557
nominal,0.41227
nomir,0.41227
non,0.05044
nonalcoholic,0.11088
noncancerous,0.58985
none,-0.3409
nonetheless,-0.1924
noninvasive,0.01406
noninvasively,0.11088
nonprofit,-0.11888
nonsmokers,-0.49333
nonsteroidal,-0.15374
nonsurgical,0.04399
noon,0.41227
norepinephrine,-0.36767
norfolk,-0.13369
norm,-0.19086
normal,-0.04492
normalize,0.11088
normally,-0.03876
norris,-0.06557
north,-0.08304
northern,0.06491
northwell,0.11109
northwestern,0.09123
norway,-0.47049
norwegian,-0.59095
nose,0.0043
nostril,0.4134
nostrils,0.71422
notable,-0.28813
note,-0.34791
noted,-0.16063
notes,-0.27974
noteworthy,0.41284
nothing,-0.36746
notice,0.04399
noticeable,-0.06587
noticed,0.15173
noticing,0.41284
noting,-0.44308
notion,-0.79724
notorious,-0.19086
notoriously,-0.43497
nottingham,0.41227
nov,-0.02009
novartis,-0.16105
novel,0.12824
november,-0.05466
novo,0.11088
novocain,0.41227
nowadays,-0.06557
nowhere,0.01382
npr,-0.21447
ns,0.41227
nsaid,0.2677
nsaids,-0.02787
nuclear,0.41284
nucleotide,0.41227
nucleus,-0.19086
nudge,0.41227
nuisance,0.01382
numbed,0.41227
number,-0.20692
numbers,-0.28029
numbing,-0.06557
numbness,-0.40402
numerical,0.11088
numerous,-0.17028
nuremberg,0.41227
nurse,-0.19397
nurses,-0.15613
nursing,-0.06617
nut,0.01382
nutricia,0.41227
nutrient,-0.06633
nutrients,-0.11364
nutrition,-0.14895
nutritional,-0.21447
nutritionist,0.63711
nutritionists,0.11088
nutritious,0.41227
nuts,-0.11888
nyu,-0.49726
oakland,0.11088
oaklander,0.11088
oatmeal,-0.06557
oats,-0.06557
ob,0.1113
obel,0.41227
obese,-0.30557
obesity,-0.19937
object,-0.289
objected,0.41227
objective,-0.06633
objects,0.11151
obligated,0.11088
obscure,0.41227
observation,0.07681
observational,-0.34196
observations,-0.289
observe,-0.59095
observed,-0.22807
obsessive,-0.24288
obsolete,0.11088
obstetrician,-0.3689
obstetricians,-0.61519
obstetrics,-0.03264
obstruction,-0.28813
obstructive,0.16986
obstructs,0.41227
obtain,0.1113
obtained,-0.06633
obtaining,-0.19086
obvious,-0.34196
obviously,0.04426
occasional,-0.44474
occasionally,-0.63271
occasions,0.11088
occupational,0.11109
occupied,-0.16401
occur,0.07624
occurred,-0.3264
occurrence,-0.19086
occurring,0.11214
occurs,0.08567
ocean,0.23639
oct,0.18131
october,0.03284
odd,-0.19086
odds,-0.35327
oesophageal,0.41227
offer,-0.13516
offered,-0.19827
offering,0.01911
offers,-0.30562
office,-0.10075
officer,-0.25071
offices,-0.10114
official,-0.3689
officially,0.41227
officials,-0.57609
offs,-0.06557
offset,-0.06572
offsets,0.41227
offspring,0.71572
often,-0.14074
oh,0.11172
ohio,-0.03625
oil,-0.35726
oils,-0.33288
ok,-0.4398
okay,0.19084
oklahoma,-0.06557
ol,0.03911
olaparib,0.41227
old,-0.04757
older,-0.09523
oldest,-0.54484
olds,-0.01436
oligosaccharides,0.41227
olive,-0.1924
olympics,0.58985
omaha,-0.06557
omalizumab,0.41227
oman,-0.10114
omega,-0.11888
oncologist,-0.5991
oncologists,-0.25955
oncology,-0.16171
one,-0.23037
onerous,0.41284
ones,-0.17726
onetime,0.11088
ongoing,-0.2773
onions,0.58985
online,-0.32219
onset,-0.24569
onto,-0.19344
onychomycosis,0.11088
opdivo,0.41454
open,0.00447
opened,-0.16401
opening,-0.1924
opens,0.28946
operate,-0.06572
operated,0.51181
operates,0.1113
operating,-0.01445
operation,-0.0417
operational,0.41227
operations,0.2016
operative,0.58985
ophthalmologist,-0.289
ophthalmology,-0.24428
opiate,-0.06557
opinion,-0.06617
opioid,-0.52197
opioids,-0.3689
opportunities,-0.59095
opportunity,0.03249
opposed,0.02674
opposite,0.06
opposition,0.11088
opt,-0.58735
opted,-0.49333
optic,0.23639
optimal,0.08567
optimism,0.23717
optimistic,-0.3258
optimize,-0.43497
optimizing,0.41227
optimum,0.23639
opting,-0.13302
option,-0.26891
options,-0.17211
optogenetics,0.41227
oral,-0.01494
orally,-0.13369
orange,-0.03585
oranges,0.41284
order,-0.09934
ordered,-0.79724
orders,-0.19086
orexin,-0.06557
orexins,-0.06557
org,-0.06633
organ,-0.10671
organic,-0.01436
organisms,-0.43497
organization,-0.15027
organizations,-0.1924
organized,0.58985
organizers,0.41227
organs,-0.02264
orgasm,0.11088
oriental,0.41227
origin,0.11088
original,-0.11364
originally,-0.17028
originate,-0.19086
originated,0.23639
originates,0.11088
orlando,0.17981
orleans,0.31864
orlistat,-0.06557
orphan,0.11109
ortho,0.71422
orthopaedic,0.11151
orthopaedics,0.41227
orthopedic,0.03664
orthopedics,0.41397
orthopedist,0.11088
orthotics,0.41227
oscillations,0.11088
oseltamivir,0.41227
ospedale,0.41227
osteoarthritis,0.25571
osteonecrosis,-0.28813
osteoporosis,-0.18242
osteoporotic,0.41284
others,-0.23419
otherwise,0.2751
otis,-0.63271
otitis,0.11088
otolaryngology,0.01382
ottawa,-0.28813
ought,-0.28813
ounce,-0.11198
ounces,-0.16401
outbreak,-0.28813
outcome,-0.10071
outcomes,-0.19058
outdated,-0.06557
outdoor,0.23639
outdoors,-0.06557
outer,0.58985
outfitted,0.41284
outings,0.41227
outlawed,0.41227
outlets,0.11088
outlined,-0.43497
outlook,-0.28813
outpatient,0.11193
outperformed,0.41284
output,0.11088
outrage,0.11088
outreach,0.11109
outset,-0.70598
outside,-0.21253
outstanding,0.4134
outward,0.41227
outweigh,-0.26715
outweighed,-0.289
outweighs,-0.06557
ovarian,0.07773
ovaries,0.21796
ovary,0.01382
overactive,-0.43497
overall,-0.21365
overcome,0.08182
overdiagnosed,0.41227
overdo,0.11088
overdose,-0.289
overdoses,-0.06572
overheating,0.71422
overlap,0.01382
overload,0.71422
overloaded,0.41227
overlooked,0.23639
overly,0.1113
overnight,0.03182
overproduction,0.41227
oversaw,-0.28813
overseas,-0.19086
oversell,0.41227
oversold,0.41227
overstate,-0.06557
overtreatment,-0.43497
overuse,0.01388
overview,-0.06557
overweight,-0.20729
overwhelmed,0.01382
overwhelming,-0.16401
ovulation,0.51181
owing,-0.06557
owned,-0.19189
owner,-0.06572
owning,0.41227
owns,-0.67085
oxford,0.051
oxidation,-0.06557
oxidative,0.49466
oxide,-0.06572
oxygen,0.09333
oxytocin,0.11109
pa,-0.11198
pace,-0.24428
pacemaker,-0.06617
pacemakers,-0.06557
pacing,0.58985
pack,-0.54716
package,-0.11198
packed,0.34781
paclitaxel,0.23639
pad,-0.06557
pads,0.41284
paediatrics,0.41227
page,-0.25471
paid,-0.45447
pain,0.02676
painful,-0.01494
painkiller,-0.19137
painkillers,-0.35255
painless,0.16986
pains,-0.01436
painstaking,-0.06557
paints,0.71422
pair,0.23795
paired,-0.13302
pairs,0.58985
pakistan,-0.03585
palau,-0.10114
palestinian,-0.10114
palliative,-0.06557
palms,0.71422
palo,-0.28813
pamela,0.11088
pan,-0.01436
panacea,-0.59095
panama,-0.10114
pancreas,0.34522
pancreatic,0.11236
pancreatitis,-0.19086
panel,-0.2515
panels,0.4134
pang,0.41227
panic,-0.06572
pans,0.23639
pants,-0.06557
pap,-0.13302
paper,-0.1295
papers,-0.06617
paps,0.11088
papua,-0.13369
par,-0.19086
paradigm,-0.19137
paraguay,-0.10114
parallel,1.11494
paralyzed,-0.28813
parameters,0.11088
parasites,0.23639
parasitic,0.41227
parent,-0.02812
parenthood,0.11088
parenting,0.11088
parents,-0.02916
paris,-0.19137
park,-0.11888
parked,0.41227
parkinson,0.05639
parkville,0.41227
parp,-0.06557
part,-0.13967
partial,0.15784
partially,-0.1924
participant,-0.13369
participants,-0.09759
participate,-0.19292
participated,-0.33503
participating,-0.08155
participation,-0.06572
particle,0.11109
particles,0.25971
particular,-0.31451
particularly,0.01031
parties,-0.28813
partly,-0.47049
partner,0.32792
partnered,0.01382
partners,0.13776
partnership,-0.24288
partnerships,0.89124
parts,-0.06139
party,-0.15374
pascual,0.71422
pasi,0.41227
pass,0.09333
passage,-0.49333
passages,-0.19086
passageways,0.41227
passed,0.113
passes,-0.24288
passing,0.11109
passive,0.11088
past,-0.08366
pasta,-0.289
pastas,0.41227
pastries,0.11088
patch,-0.20957
patches,-0.29254
patel,-0.36767
patent,0.19183
patented,-0.28813
patents,0.4134
path,-0.24428
pathogenesis,0.41227
pathogens,-0.24288
pathological,0.41227
pathologist,-0.19086
pathologists,0.11088
pathology,0.14469
pathophysiology,0.11088
paths,0.41284
pathway,0.16777
pathways,-0.06633
patience,0.11088
patient,-0.10268
patients,-0.02967
patricia,-0.28813
patrick,0.23717
patsalis,0.41227
pattern,0.06048
patterns,0.21483
patty,0.41227
paul,-0.15322
paula,0.11088
pause,0.01382
pauses,0.41227
pave,-0.28813
paved,0.41227
paves,0.41284
paving,-0.19086
paxil,-0.36767
pay,-0.52308
payers,-0.28813
payment,-0.43497
pays,-0.49333
pca,0.41284
pd,0.41454
pde,0.41227
pdt,0.41284
pea,-0.19086
peace,0.04399
peaches,0.41227
peak,0.20935
peaked,0.41227
peaks,0.11088
peanut,0.06
peanuts,0.11151
pears,-0.28813
peas,0.58985
pedal,0.11088
pedals,0.41227
pediatric,-0.18242
pediatrician,-0.39399
pediatricians,-0.19137
pediatrics,-0.24153
peer,-0.12963
peers,-0.01436
pegged,0.41227
peggy,0.11088
pellegrini,0.41227
pelvic,0.16986
pelvis,0.19084
pence,0.41227
pencil,0.11109
pending,-0.28813
pendulum,0.11088
penetrate,0.6598
penetrates,0.41284
penis,-0.49333
penn,-0.84911
pennington,0.71422
pennsylvania,-0.42987
penny,-0.28813
people,-0.12106
pepper,0.23639
peppers,0.11088
peptide,-0.49333
peptides,-0.36767
per,-0.15861
perceive,0.19084
perceived,0.16986
percent,-0.07496
percentage,-0.30544
perception,-0.19189
perceptual,0.41227
percutaneous,0.41227
perez,0.11088
perfect,-0.04565
perfectly,0.23795
perforation,-0.28813
perform,-0.07878
performance,0.21353
performed,-0.0058
performing,0.18445
performs,0.16986
perhaps,-0.22058
peri,0.41227
perinatal,-0.06557
period,-0.15057
periodic,0.4134
periods,-0.03155
peripheral,-0.06587
perlmutter,0.11088
permanent,-0.26812
permanently,0.01388
permeability,0.71422
permission,-0.13302
permit,0.41284
pernicious,0.41227
perry,0.41227
persist,-0.76885
persisted,0.41569
persistent,-0.82393
person,-0.08402
personal,-0.28298
personalities,0.11088
personality,-0.11198
personalization,0.41227
personalized,0.04426
personalizing,0.41227
personally,-0.00755
personnel,-0.06557
perspective,-0.09456
peru,-0.14644
pet,0.06
peter,-0.4899
peterson,-0.19086
petition,0.11088
petri,-0.19086
petroleum,-0.06557
pfe,0.11088
pfizer,0.04481
pfs,0.11088
ph,-0.25955
pharma,-0.13369
pharmaceutical,-0.08477
pharmaceuticals,-0.1417
pharmacies,-0.54484
pharmacologic,0.41227
pharmacological,0.01382
pharmacology,-0.19189
pharmacy,-0.28988
phase,-0.12756
phases,-0.06572
phd,0.34801
phelps,0.41227
phen,0.11109
phenomenal,-0.13302
phenomenon,-0.06602
philadelphia,-0.23288
philip,-0.79724
philippe,-0.06557
philippines,-0.10114
philippos,0.41227
philosophical,0.41227
phoenix,0.19084
phone,-0.36436
phones,0.11088
phosphate,0.41227
photo,0.0684
photograph,0.11088
photographs,0.71422
photography,1.0171
photon,0.71422
photons,0.41227
photos,0.28946
phyllis,0.41227
physical,-0.02415
physically,-0.01445
physician,-0.08666
physicians,-0.24677
physiological,-0.11198
physiologist,0.11088
physiology,-0.46689
phytochemicals,0.41227
pi,0.71422
pick,0.00158
picked,-0.21909
picking,0.04399
picks,0.23639
picture,-0.10599
pictured,0.58985
pictures,0.34474
piece,-0.3258
pieces,-0.49528
pierre,-0.09456
pig,-0.28813
pigs,-0.36767
pill,-0.143
pills,-0.29468
pilot,-0.00334
pinched,0.11088
pinching,0.11088
pinhole,0.41227
pink,0.1113
pinning,0.41227
pinpoint,0.11214
pinpointe,0.41227
pinpointed,-0.19086
pinpointing,-0.06557
pins,0.11088
pinterest,-0.06557
pints,0.41227
pioneer,0.23639
pioneered,0.11109
pioneering,-0.19086
pipeline,0.19084
pistachios,0.41227
pit,0.41227
pitcairn,-0.10114
pitch,0.71422
pittsburgh,-0.12125
pituitary,-0.19086
pivot,0.41227
pivotal,-0.06587
pizza,-0.01436
place,-0.16116
placebo,-0.20204
placebos,-0.0033
placed,-0.01148
placement,0.01382
places,-0.37139
plague,0.71422
plagued,0.19084
plagues,0.11088
plain,-0.01436
plan,-0.25871
planned,-0.24569
planning,-0.29254
plans,-0.0826
plant,-0.13573
plantar,-0.06557
planted,0.41227
plants,0.35734
plaque,0.15173
plaques,0.13542
plasma,-0.06587
plastic,-0.08473
plasticity,0.41227
plate,0.1113
platelet,-0.59095
plates,0.41227
platform,-0.06557
plausible,-0.19086
plavix,0.01382
play,-0.04406
played,-0.04114
player,-0.0033
players,-0.19189
playing,0.13083
plays,-0.11826
plc,-0.63271
pleasant,0.1113
please,-0.19372
pleased,0.04399
pleasure,-0.11198
plenty,-0.26812
pliable,0.41227
plos,0.20935
plug,-0.28813
plum,0.41227
plummeted,-0.43497
plunge,0.11088
plus,-0.23476
plymouth,0.71422
pm,0.1113
pnas,0.41227
pneumonia,-0.06572
pocket,-0.39399
pockets,0.41227
podiatric,0.41227
podiatrist,0.71422
point,-0.1985
pointed,-0.73463
pointing,0.04399
points,-0.20049
poised,-0.06557
poisoning,0.41397
poked,-0.19086
poland,-0.16401
policies,-0.43497
policy,-0.33077
policymakers,-0.19086
polidocanol,0.41227
polio,-0.06557
politics,0.41284
pollen,-0.19086
pollutant,0.41227
pollution,0.11088
polo,0.41227
polyethylene,0.11088
polynesia,-0.10114
polyols,0.41227
polyp,-0.36767
polyphenol,0.11088
polyphenols,0.01382
polyps,-0.19292
polyunsaturated,-0.43497
pomegranate,0.01382
pomegranates,-0.06557
pomona,0.11088
pony,0.41227
pool,-0.43657
pooled,0.01382
pooling,0.71422
pools,0.71422
poop,0.11088
poor,0.02888
poorer,0.2677
poorly,0.06048
pop,0.20935
popping,0.01388
popular,-0.2278
popularity,-0.25955
population,-0.1947
populations,-0.34836
porous,0.11088
portable,0.01388
portal,0.41227
porter,0.3167
portfolio,0.53927
portion,-0.13504
portions,0.19084
portland,-0.91715
portrait,0.41227
portray,0.41227
portugal,0.01394
pose,-0.13369
poses,0.15784
position,-0.43818
positioning,0.71422
positions,-0.28813
positive,-0.194
positively,0.4134
positives,-0.43818
positron,0.11088
possessed,0.41227
possesses,0.71422
possibilities,-0.36767
possibility,-0.17684
possible,-0.20836
possibly,-0.12165
post,0.03652
postdoctoral,0.11109
posted,-0.289
posterior,0.58985
postgraduate,0.41227
postmenopausal,0.13357
postoperative,0.11109
postponed,0.41227
posts,-0.19086
postural,0.41227
posture,-0.19086
postures,0.11088
pot,-0.24288
potassium,0.1113
potatoes,-0.28813
potency,-0.06557
potent,-0.08295
potential,-0.09346
potentially,-0.07005
poultry,0.81356
pound,-0.06587
pounds,-0.26281
powder,-0.10114
powdered,0.11088
powders,0.41227
power,-0.09148
powered,0.23717
powerful,-0.31301
powers,-0.06602
practical,-0.1924
practically,0.41227
practice,-0.27476
practiced,0.19183
practices,-0.10944
practicing,0.56254
practitioner,-0.63271
practitioners,0.19284
pradaxa,-0.19086
praise,-0.06557
praised,-0.63271
praises,0.41227
prasad,0.11088
pre,0.13897
precancerous,0.14075
precancers,0.11088
precautions,0.11088
preceded,0.11088
preceding,-0.06557
precious,0.11088
precise,-0.35255
precisely,-0.73852
precision,0.41685
preclinical,0.41227
precursor,-0.3689
precursors,-0.06557
predecessor,0.71422
prediabetes,-0.06557
predict,0.13458
predicted,0.18744
predicting,0.14469
prediction,-0.28813
predictions,0.41284
predictive,0.41512
predictor,0.20935
predicts,0.04399
predispose,-0.06557
predisposed,0.19084
predisposition,-0.06557
prednisone,0.23639
predominantly,0.41227
prefer,-0.73852
preference,-0.49333
preferred,0.01388
prefers,-0.28813
prefrontal,0.41227
pregnancies,-0.51535
pregnancy,-0.25871
pregnant,-0.16904
preliminary,-0.12117
prelude,0.41227
premarin,-0.06557
premature,-0.31831
premier,0.11088
premise,-0.19086
premium,0.11088
prenatal,-0.11198
prep,0.11109
preparation,-0.15374
preparations,-0.06572
prepares,0.41227
preparing,-0.06602
presbyterian,-0.15374
preschool,-0.43497
prescribe,-0.35327
prescribed,-0.03888
prescribers,0.11088
prescribing,-0.08473
prescription,-0.17865
prescriptions,-0.02229
presence,0.07067
present,-0.02523
presentation,-0.19344
presented,0.13798
presenting,0.1113
presents,0.41627
preservation,0.23639
preservatives,0.41227
preserve,-0.33075
preserved,-0.06557
preserving,-0.19086
president,-0.23782
press,-0.05674
pressed,0.11088
presses,0.41227
pressing,0.01382
pressure,-0.12887
pressures,0.41227
pressurized,0.41227
prestigious,0.3167
presumably,-0.63271
pretty,-0.20609
prevalence,-0.06602
prevalent,0.04399
prevent,-0.16762
preventable,-0.0033
preventative,0.20935
prevented,-0.03922
preventing,-0.21786
prevention,-0.29893
preventive,-0.21272
prevents,-0.12556
previous,-0.26575
previously,-0.30821
price,-0.27462
pricing,-0.28813
prick,-0.36767
pricking,0.41227
primarily,-0.02461
primary,-0.24
primate,0.41227
primates,0.11109
prime,-0.26812
principal,-0.08295
principally,-0.06557
principe,-0.10114
principle,-0.59095
principles,0.23639
print,-0.29076
printed,-0.36767
printing,0.41227
prior,0.01443
priority,-0.13302
privacy,-0.33503
private,-0.00952
privately,-0.06587
prize,-0.49333
prized,0.41227
pro,0.01388
probabilities,0.41227
probably,-0.29804
probe,0.34781
probiotic,0.1113
probiotics,-0.43497
problem,-0.29013
problematic,-0.14644
problems,-0.08836
procedure,0.0291
procedures,-0.1108
proceed,-0.26812
proceedings,0.37073
process,0.04291
processed,0.14075
processes,-0.17459
processing,0.01394
proclaimed,0.11088
prodded,0.23639
produce,-0.22377
produced,-0.1458
produces,-0.13504
producing,-0.16947
product,-0.32493
production,0.00439
productive,-0.19086
productivity,0.41397
products,-0.32644
prof,0.56254
profession,0.11088
professional,-0.20729
professionals,-0.17459
professor,-0.17328
professors,0.11088
profile,-0.05004
profiles,-0.06572
profit,-0.28988
profitability,0.11088
profitable,0.11088
profound,-0.63576
profoundly,-0.06557
progesterone,-0.03585
prognosis,-0.14644
prognostic,0.41227
program,-0.13365
programmed,-0.28813
programs,-0.41031
progress,-0.21371
progressed,-0.28988
progresses,0.23795
progressing,-0.59095
progression,0.17385
progressive,0.16445
progressively,0.28811
prohibitive,0.11088
prohibits,0.41227
project,0.02107
projected,0.01382
projects,-0.49333
proliferate,0.11088
proliferating,0.11088
proliferation,-0.19086
prolong,0.06
prolonged,-0.40688
prolonging,0.41227
prolongs,0.11088
promise,-0.08756
promised,-0.06557
promises,-0.54484
promising,-0.0424
promote,-0.23451
promotes,-0.31827
promoting,-0.37139
promotion,-0.36767
promotional,0.11088
promotions,-0.42115
prompt,-0.19449
prompted,-0.31231
prompting,-0.06572
prone,-0.43818
pronounced,-0.571
proof,-0.16404
prop,0.11109
propel,0.41227
proper,-0.19344
properly,-0.00049
properties,-0.37265
prophylactic,0.01382
proponent,0.11109
proponents,-0.49528
proportion,-0.21447
proportionally,0.41227
proposal,-0.28813
proposed,-0.19292
proposes,0.11088
proposing,0.41227
propranolol,-0.19086
proprietary,-0.06572
pros,-0.54484
prospect,-0.15374
prospective,-0.25955
prospects,0.19084
prostaglandin,0.41227
prostate,-0.035
prostatectomies,0.41227
prostatectomy,0.23639
prostates,-0.06572
prostatic,0.4134
prostheses,0.11088
prosthetic,0.41284
prosthetics,0.71422
protect,-0.11049
protected,0.06997
protecting,-0.43818
protection,-0.16092
protective,-0.17487
protects,-0.52197
protein,-0.01711
proteins,-0.1794
protest,0.71422
protests,-0.06557
protocol,-0.89559
protocols,-0.06587
proton,0.4134
protons,0.41227
prototype,0.01382
prove,-0.159
proved,-0.01828
proven,-0.16432
provera,0.41227
proves,0.07681
provide,-0.24647
provided,-0.08551
providence,-0.43497
provider,-0.79724
providers,-0.26185
provides,-0.19937
providing,-0.08155
province,-0.06557
proving,-0.12125
proxy,0.41227
prozac,-0.16401
psa,-0.01455
psilocybin,0.11109
psoriasis,0.1113
psoriatic,0.71422
psyche,0.41227
psychedelic,-0.43497
psychiatric,-0.21153
psychiatrist,-0.21153
psychiatrists,-0.22701
psychiatry,-0.09179
psychoactive,0.11088
psychological,0.06097
psychologically,-0.06557
psychologist,-0.06602
psychologists,-0.43497
psychology,0.20362
psychopharmacology,0.11109
psychosis,-0.43497
psychosocial,0.11088
psychosomatic,0.71422
psychotherapy,0.11193
psychotic,0.28811
psychotropic,0.41227
ptsd,0.3167
public,-0.22071
publication,-0.14365
publications,-0.19086
publicized,0.41284
publish,-0.01436
published,-0.20909
publishing,-0.28813
puerto,-0.1924
pulido,0.71422
pull,-0.46689
pulled,-0.26812
pulling,-0.49333
pulls,-0.19086
pulmonary,0.08873
pulmonologist,-0.28813
pulsating,0.41227
pulse,-0.06633
pulses,0.14075
pump,0.47661
pumped,0.11109
pumping,-0.33075
pumps,0.11151
punch,-0.28813
puncture,-0.06557
pungent,0.41227
punishing,0.41227
purchase,0.11109
purchased,-0.289
pure,-0.3689
purest,0.11088
purified,0.41284
purported,0.41284
purpose,-0.21153
purposes,-0.09456
pursue,-0.11198
pursuing,-0.06587
pursuit,0.11088
push,-0.19344
pushed,-0.46689
pushes,0.01382
pushing,-0.01445
put,-0.1388
puts,-0.13504
putting,-0.06726
puzzle,-0.59095
puzzled,0.11088
puzzling,0.41227
qatar,-0.10114
qi,-0.06572
qnexa,-0.28813
quadruple,0.41227
qualify,-0.33075
qualifying,0.41227
qualities,0.41227
quality,-0.084
quantify,0.1113
quantities,-0.06587
quantity,0.41284
quarter,-0.1417
quarterly,0.41227
quarters,-0.09456
quebec,0.41227
queen,-0.06572
quell,0.11088
quercetin,0.41227
quest,-0.19137
question,-0.19373
questionable,-0.49333
questioned,-0.76885
questioning,0.11088
questionnaire,0.25971
questionnaires,0.18445
questions,-0.36908
quick,0.24195
quicker,0.41742
quickly,-0.14927
quiet,-0.24288
quietly,0.23639
quit,-0.37265
quite,-0.14377
quitting,-0.70598
quiz,0.41227
quoted,0.11088
ra,0.71422
rabbits,-0.06557
race,0.11236
races,0.71422
rachel,-0.33075
racial,0.04399
racing,0.11109
radar,0.11088
radiating,0.11088
radiation,-0.20106
radical,0.11151
radically,0.4134
radicals,-0.11198
radio,-0.06602
radioactive,-0.19086
radiofrequency,0.23639
radiological,0.11172
radiologist,-0.06633
radiologists,-0.06587
radiology,0.31386
radiosurgery,0.11088
radiotherapy,0.19084
rafael,0.11088
rage,0.23639
ragweed,0.41227
rainbow,0.71422
raise,-0.13783
raised,-0.25335
raises,-0.19556
raising,-0.69237
raji,0.41227
raloxifene,-0.19086
ralph,-0.13302
ramifications,0.41227
ran,-0.00755
